item_id,source_page,book_part,foundation,chapter_number,chapter_title,chapter_pillar,subpillar,subpillar_logic,tool_class,clean_title,practical_guidance,practical_logic,what_this_is_for,example_1,example_2,minto_governing_thought,minto_level_1,minto_level_2,minto_level_3,minto_level_4,minto_level_5,minto_supporting_logic,minto_path,primary_category,item_type,confidence_score,source_anchor
80,73,Part Two: Come from Curiosity and Care,Intention,4,The Blame Game,"Habitual conflict styles, blame, and default reactivity",Needs and values,Identify the deeper need or value beneath the reaction.,Tool or guideline,"efficient, or because we lack the energy or skill to do it differently",Identify the underlying need or value driving the reaction.,Identify the underlying need or value driving the reaction.,Practical move for clearer communication.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,The Blame Game,Needs and values,Tool or guideline,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > The Blame Game > Needs and values > Tool or guideline,needs_values,technique_or_guideline,8,"efficient, or because we lack the energy or skill to do it"
51,72,Part Two: Come from Curiosity and Care,Intention,4,The Blame Game,"Habitual conflict styles, blame, and default reactivity",Needs and values,Identify the deeper need or value beneath the reaction.,Assessment or reflection,Beneath all these layers lie ideas about human relationship that have been passed on,Identify the underlying need or value driving the reaction. Use it to assess your default pattern before changing behavior.,Identify the underlying need or value driving the reaction.,Prompt to assess your current pattern.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,The Blame Game,Needs and values,Assessment or reflection,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > The Blame Game > Needs and values > Assessment or reflection,needs_values,assessment_or_reflection,12,Beneath all these layers lie ideas about human relationship that have been
219,83,Part Two: Come from Curiosity and Care,Intention,4,The Blame Game,"Habitual conflict styles, blame, and default reactivity",Observation and clarity,Separate observation from judgment or interpretation.,Step-by-step process,Q: How can I stop being so defensive?,Separate what happened from the interpretation you attach to it before speaking. Apply it as a sequence rather than a one-off insight.,Separate what happened from the interpretation you attach to it before speaking.,Sequenced method to apply in conversation.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,The Blame Game,Observation and clarity,Step-by-step process,Separate observation from judgment or interpretation.,Skillful communication > Intention > The Blame Game > Observation and clarity > Step-by-step process,observation_vs_evaluation,step_process,30,Q: How can I stop being so defensive? I like the idea
294,75,Part Two: Come from Curiosity and Care,Intention,4,The Blame Game,"Habitual conflict styles, blame, and default reactivity",Observation and clarity,Separate observation from judgment or interpretation.,Assessment or reflection,"VIEWS → Lead to → INTENTIONS Create → EXPERIENCES Protect/Defend Shutting down, Freezing Conflict",Separate what happened from the interpretation you attach to it before speaking. Use it to assess your default pattern before changing behavior.,Separate what happened from the interpretation you attach to it before speaking.,Prompt to assess your current pattern.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,The Blame Game,Observation and clarity,Assessment or reflection,Separate observation from judgment or interpretation.,Skillful communication > Intention > The Blame Game > Observation and clarity > Assessment or reflection,observation_vs_evaluation,assessment_or_reflection,13,"VIEWS → Lead to → INTENTIONS Create → EXPERIENCES Protect/Defend Shutting down,"
16,85,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Conflict repair,Slow conflict and rebuild connection step by step.,Tool or guideline,Tool or guideline — Conflict repair — p.85,"Slow conflict down and reconnect around needs, impact, and next steps.","Slow conflict down and reconnect around needs, impact, and next steps.",Practical move for clearer communication.,"After a sharp exchange, say, “I want to try that again more clearly.”","Repair might start with naming impact, then stating a need, then making a request.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Conflict repair,Tool or guideline,Slow conflict and rebuild connection step by step.,Skillful communication > Intention > Where Are You Coming From? > Conflict repair > Tool or guideline,conflict_repair,technique_or_guideline,12,5 where are you coming from? I developed NVC as a way
162,95,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Emotional literacy,Name real feelings clearly and use them as data.,Step-by-step process,"Let that simple intention guide what you say or do next, perhaps even expressing",Name the actual feeling rather than a thought or accusation. Apply it as a sequence rather than a one-off insight.,Name the actual feeling rather than a thought or accusation.,Sequenced method to apply in conversation.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Emotional literacy,Step-by-step process,Name real feelings clearly and use them as data.,Skillful communication > Intention > Where Are You Coming From? > Emotional literacy > Step-by-step process,feelings,step_process,18,"Let that simple intention guide what you say or do next, perhaps"
94,91,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,Every child is born with a natural desire to understand their world,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Where Are You Coming From? > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,9,Every child is born with a natural desire to understand their world.
268,93,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,There are many ways to cultivate the intention to understand in the midst of,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Where Are You Coming From? > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,26,There are many ways to cultivate the intention to understand in the
84,94,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"Emotional •Fear, anxiety, or a feeling of wanting to run away •Irritation, anger, annoyance,",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Where Are You Coming From? > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,28,"Emotional •Fear, anxiety, or a feeling of wanting to run away •Irritation,"
174,101,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"need to meet intense blame or anger with balance, hearing their deeper needs, defusing",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Where Are You Coming From? > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,9,"need to meet intense blame or anger with balance, hearing their deeper"
222,97,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Habit awareness,Notice default patterns so you can choose differently.,Assessment or reflection,QUESTION 1: What do you want the other person to do?,Notice your default communication pattern so you can choose a more skillful response. Use it to assess your default pattern before changing behavior.,Notice your default communication pattern so you can choose a more skillful response.,Prompt to assess your current pattern.,A person who habitually defends can practice reflecting first before explaining.,Someone who withdraws can practice one honest sentence about what is happening internally.,"Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Habit awareness,Assessment or reflection,Notice default patterns so you can choose differently.,Skillful communication > Intention > Where Are You Coming From? > Habit awareness > Assessment or reflection,communication_habits,assessment_or_reflection,8,QUESTION 1: What do you want the other person to do? Do
208,92,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Mindfulness and regulation,"Pause, breathe, ground, and regulate before speaking.",Assessment or reflection,PRACTICE: Observing with the Intention to Understand Take ten minutes or more for seated,"Use a brief pause, breath, or body awareness practice to reduce reactivity. Use it to assess your default pattern before changing behavior.","Use a brief pause, breath, or body awareness practice to reduce reactivity.",Prompt to assess your current pattern.,"During an argument, pause for one slow inhale and exhale before answering.",Notice tension in the jaw or chest as an early cue that reactivity is rising.,"Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Mindfulness and regulation,Assessment or reflection,"Pause, breathe, ground, and regulate before speaking.",Skillful communication > Intention > Where Are You Coming From? > Mindfulness and regulation > Assessment or reflection,mindfulness_pause,assessment_or_reflection,17,PRACTICE: Observing with the Intention to Understand Take ten minutes or more
49,89,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Needs and values,Identify the deeper need or value beneath the reaction.,Principle,Principle — Needs and values — p.89,Identify the underlying need or value driving the reaction. Treat it as a rule of thumb that organizes the surrounding practices.,Identify the underlying need or value driving the reaction.,Rule of thumb that organizes practice.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Needs and values,Principle,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > Where Are You Coming From? > Needs and values > Principle,needs_values,principle,11,"beings. This was the principle underlying Gandhi’s work, the civil rights movement,"
297,102,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Needs and values,Identify the deeper need or value beneath the reaction.,Tool or guideline,want.” This can feel more empowering and might lead to a different choice about,Identify the underlying need or value driving the reaction.,Identify the underlying need or value driving the reaction.,Practical move for clearer communication.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Needs and values,Tool or guideline,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > Where Are You Coming From? > Needs and values > Tool or guideline,needs_values,technique_or_guideline,4,want.” This can feel more empowering and might lead to a different
110,87,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Needs and values,Identify the deeper need or value beneath the reaction.,Step-by-step process,Step-by-step process — Needs and values — p.87,Identify the underlying need or value driving the reaction. Apply it as a sequence rather than a one-off insight.,Identify the underlying need or value driving the reaction.,Sequenced method to apply in conversation.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Needs and values,Step-by-step process,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > Where Are You Coming From? > Needs and values > Step-by-step process,needs_values,step_process,7,"friends. The man eventually shared the names of local KKK leaders, whom"
288,92,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Needs and values,Identify the deeper need or value beneath the reaction.,Practice or exercise,Try recalling this perspective when you are in conversation,Identify the underlying need or value driving the reaction.,Identify the underlying need or value driving the reaction.,Repeatable training drill or reflection exercise.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Needs and values,Practice or exercise,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > Where Are You Coming From? > Needs and values > Practice or exercise,needs_values,exercise_or_practice,19,Try recalling this perspective when you are in conversation. What matters to
249,99,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Needs and values,Identify the deeper need or value beneath the reaction.,Practice or exercise,"Soon the laborer was sitting beside the old man, his head in his lap,",Identify the underlying need or value driving the reaction.,Identify the underlying need or value driving the reaction.,Repeatable training drill or reflection exercise.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Needs and values,Practice or exercise,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > Where Are You Coming From? > Needs and values > Practice or exercise,needs_values,exercise_or_practice,18,"Soon the laborer was sitting beside the old man, his head in"
189,90,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Needs and values,Identify the deeper need or value beneath the reaction.,Assessment or reflection,"of our needs, our similarities outweigh our differences",Identify the underlying need or value driving the reaction. Use it to assess your default pattern before changing behavior.,Identify the underlying need or value driving the reaction.,Prompt to assess your current pattern.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Needs and values,Assessment or reflection,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > Where Are You Coming From? > Needs and values > Assessment or reflection,needs_values,assessment_or_reflection,13,"of our needs, our similarities outweigh our differences. This, in turn, creates"
290,96,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Needs and values,Identify the deeper need or value beneath the reaction.,Assessment or reflection,Two Questions Resisting the force of our old habits can be hard,Identify the underlying need or value driving the reaction. Use it to assess your default pattern before changing behavior.,Identify the underlying need or value driving the reaction.,Prompt to assess your current pattern.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Needs and values,Assessment or reflection,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > Where Are You Coming From? > Needs and values > Assessment or reflection,needs_values,assessment_or_reflection,10,Two Questions Resisting the force of our old habits can be hard.
227,100,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Needs and values,Identify the deeper need or value beneath the reaction.,Assessment or reflection,Recall your intention,Identify the underlying need or value driving the reaction. Use it to assess your default pattern before changing behavior.,Identify the underlying need or value driving the reaction.,Prompt to assess your current pattern.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Needs and values,Assessment or reflection,Identify the deeper need or value beneath the reaction.,Skillful communication > Intention > Where Are You Coming From? > Needs and values > Assessment or reflection,needs_values,assessment_or_reflection,20,•Recall your intention. •Ask yourself two questions: “What do I want the
67,86,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Observation and clarity,Separate observation from judgment or interpretation.,Principle,"conversely, what allows some people to stay connected to their compassionate nature under even",Separate what happened from the interpretation you attach to it before speaking. Treat it as a rule of thumb that organizes the surrounding practices.,Separate what happened from the interpretation you attach to it before speaking.,Rule of thumb that organizes practice.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Observation and clarity,Principle,Separate observation from judgment or interpretation.,Skillful communication > Intention > Where Are You Coming From? > Observation and clarity > Principle,observation_vs_evaluation,principle,24,"conversely, what allows some people to stay connected to their compassionate nature"
305,88,Part Two: Come from Curiosity and Care,Intention,5,Where Are You Coming From?,"Curiosity, care, and the intention to understand",Requests and agreements,"Translate needs into specific, doable, present-tense asks.",Assessment or reflection,"we’re actually interested in understanding them—that we’re not manipulating things to get our way,","Turn the need into a concrete, specific, doable request. Use it to assess your default pattern before changing behavior.","Turn the need into a concrete, specific, doable request.",Prompt to assess your current pattern.,“Would you text me by 5 if you will be late?” is a workable request.,“Can we take ten minutes tonight to plan the school run?” is clearer than “Be more supportive.”,"Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Where Are You Coming From?,Requests and agreements,Assessment or reflection,"Translate needs into specific, doable, present-tense asks.",Skillful communication > Intention > Where Are You Coming From? > Requests and agreements > Assessment or reflection,requests,assessment_or_reflection,11,we’re actually interested in understanding them—that we’re not manipulating things to get
306,107,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Principle,we’ve lost connection,Name the actual feeling rather than a thought or accusation. Treat it as a rule of thumb that organizes the surrounding practices.,Name the actual feeling rather than a thought or accusation.,Rule of thumb that organizes practice.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Principle,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Principle,feelings,principle,22,we’ve lost connection. To get back on track we first need to
89,112,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Principle,"Empathy is a complex, demanding, strong, yet subtle and gentle way of being…it means",Name the actual feeling rather than a thought or accusation. Treat it as a rule of thumb that organizes the surrounding practices.,Name the actual feeling rather than a thought or accusation.,Rule of thumb that organizes practice.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Principle,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Principle,feelings,principle,5,"Empathy is a complex, demanding, strong, yet subtle and gentle way of"
126,114,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Principle,How does it feel to not be received with empathy?,Name the actual feeling rather than a thought or accusation. Treat it as a rule of thumb that organizes the surrounding practices.,Name the actual feeling rather than a thought or accusation.,Rule of thumb that organizes practice.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Principle,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Principle,feelings,principle,11,How does it feel to not be received with empathy? Which of
229,111,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,reflection will feel empty,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,7,reflection will feel empty. Spend time with a giggling toddler or a
17,103,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Practice or exercise,Practice or exercise — Emotional literacy — p.103,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Repeatable training drill or reflection exercise.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Practice or exercise,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Practice or exercise,feelings,exercise_or_practice,12,6 don’t let the call drop Listening with ears is less fine
106,104,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Practice or exercise,for the moment and just relaxed into listening and trying to understand,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Repeatable training drill or reflection exercise.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Practice or exercise,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Practice or exercise,feelings,exercise_or_practice,14,for the moment and just relaxed into listening and trying to understand.
44,108,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,ask the other person for a reflection so you know if they heard what,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,18,ask the other person for a reflection so you know if they
93,109,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,Evan majored in environmental engineering and enjoys the clarity of science,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,24,Evan majored in environmental engineering and enjoys the clarity of science. At
87,113,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"Empathy can be blocked by strong views, fear, anticipation of pain, or burnout",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,17,"Empathy can be blocked by strong views, fear, anticipation of pain, or"
293,115,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"vibrates with harmonic resonance, so too our heart can tremble in resonance with the",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,18,"vibrates with harmonic resonance, so too our heart can tremble in resonance"
190,117,Part Two: Come from Curiosity and Care,Intention,6,Don’t Let the Call Drop,Empathic listening and staying connected in dialogue,Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"on empathy, she paused and decided to try listening instead",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Intention,Don’t Let the Call Drop,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Intention > Don’t Let the Call Drop > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,28,"on empathy, she paused and decided to try listening instead. “Tell me"
